,y,clusters
39894,Group 2,3
39895,Group 4,0
39896,Group 2,0
39897,Group 1,0
39898,Group 4,0
39899,Group 1,3
39900,Group 1,1
39901,Group 1,0
39902,Group 1,0
39903,Group 2,3
39904,Group 1,0
39905,Group 1,0
39906,Group 1,0
39907,Group 2,0
39908,Group 1,1
39909,Group 2,0
39910,Group 3,0
39911,Group 2,0
39912,Group 1,0
39913,Group 2,0
39914,Group 1,1
39915,Group 1,0
39916,Group 1,0
39917,Group 1,0
39918,Group 3,3
39919,Group 2,0
39920,Group 3,0
39921,Group 4,0
39922,Group 2,2
39923,Group 2,0
39924,Group 4,0
39925,Group 1,2
39926,Group 1,3
39927,Group 1,0
39928,Group 1,0
39929,Group 1,0
39930,Group 1,0
39931,Group 2,3
39932,Group 1,1
39933,Group 1,2
39934,Group 2,0
39935,Group 2,0
39936,Group 1,0
39937,Group 1,0
39938,Group 1,3
39939,Group 2,0
39940,Group 2,0
39941,Group 1,0
39942,Group 4,0
39943,Group 2,0
39944,Group 2,2
39945,Group 1,1
39946,Group 1,0
39947,Group 1,0
39948,Group 1,0
39949,Group 1,3
39950,Group 1,0
39951,Group 1,0
39952,Group 1,0
39953,Group 1,0
39954,Group 2,3
39955,Group 1,1
39956,Group 1,0
39957,Group 4,0
39958,Group 3,3
39959,Group 1,2
39960,Group 1,2
39961,Group 2,0
39962,Group 3,0
39963,Group 1,0
39964,Group 1,0
39965,Group 1,2
39966,Group 1,1
39967,Group 1,1
39968,Group 2,0
39969,Group 1,0
39970,Group 1,0
39971,Group 2,0
39972,Group 1,0
39973,Group 3,0
39974,Group 1,0
39975,Group 1,1
39976,Group 4,0
39977,Group 2,0
39978,Group 1,1
39979,Group 2,0
39980,Group 1,2
39981,Group 2,0
39982,Group 1,0
39983,Group 1,1
39984,Group 3,0
39985,Group 1,0
39986,Group 1,0
39987,Group 2,0
39988,Group 1,0
39989,Group 3,0
39990,Group 2,0
39991,Group 3,0
39992,Group 1,0
39993,Group 1,0
39994,Group 1,0
39995,Group 1,1
39996,Group 2,0
39997,Group 1,0
39998,Group 4,0
39999,Group 2,1
40000,Group 1,1
40001,Group 4,0
40002,Group 2,0
40003,Group 1,2
40004,Group 4,0
40005,Group 4,0
40006,Group 1,0
40007,Group 1,0
40008,Group 1,0
40009,Group 1,2
40010,Group 1,0
40011,Group 1,0
40012,Group 1,1
40013,Group 2,0
40014,Group 2,0
40015,Group 2,0
40016,Group 1,0
40017,Group 2,0
40018,Group 4,0
40019,Group 3,0
40020,Group 1,0
40021,Group 1,0
40022,Group 4,0
40023,Group 2,1
40024,Group 1,1
40025,Group 1,0
40026,Group 1,2
40027,Group 1,0
40028,Group 3,0
40029,Group 1,2
40030,Group 2,0
40031,Group 1,0
40032,Group 1,1
40033,Group 1,0
40034,Group 1,1
40035,Group 1,0
40036,Group 2,2
40037,Group 2,0
40038,Group 4,0
40039,Group 2,3
40040,Group 1,3
40041,Group 2,0
40042,Group 2,0
40043,Group 3,0
40044,Group 1,0
40045,Group 1,0
40046,Group 4,0
40047,Group 2,0
40048,Group 1,1
40049,Group 2,0
40050,Group 2,0
40051,Group 1,0
40052,Group 1,1
40053,Group 1,0
40054,Group 3,3
40055,Group 1,0
40056,Group 2,0
40057,Group 2,0
40058,Group 1,0
40059,Group 3,0
40060,Group 3,0
40061,Group 1,0
40062,Group 1,0
40063,Group 1,0
40064,Group 2,0
40065,Group 1,0
40066,Group 1,2
40067,Group 1,0
40068,Group 1,0
40069,Group 1,1
40070,Group 3,0
40071,Group 1,0
40072,Group 4,0
40073,Group 1,0
40074,Group 1,0
40075,Group 2,1
40076,Group 2,0
40077,Group 3,0
40078,Group 1,0
40079,Group 2,0
40080,Group 2,0
40081,Group 1,0
40082,Group 2,0
40083,Group 2,0
40084,Group 2,0
40085,Group 3,0
40086,Group 1,1
40087,Group 4,3
40088,Group 1,2
40089,Group 2,0
40090,Group 1,0
40091,Group 2,0
40092,Group 1,0
40093,Group 2,0
40094,Group 4,0
40095,Group 1,1
40096,Group 2,1
40097,Group 2,0
40098,Group 4,0
40099,Group 4,0
40100,Group 1,2
40101,Group 1,0
40102,Group 1,1
40103,Group 4,0
40104,Group 2,0
40105,Group 2,0
40106,Group 1,0
40107,Group 3,3
40108,Group 1,1
40109,Group 1,0
40110,Group 1,1
40111,Group 1,0
40112,Group 2,0
40113,Group 1,0
40114,Group 1,0
40115,Group 1,0
40116,Group 1,0
40117,Group 2,0
40118,Group 2,0
40119,Group 3,3
40120,Group 3,0
40121,Group 1,2
40122,Group 1,0
40123,Group 1,0
40124,Group 1,0
40125,Group 4,0
40126,Group 4,0
40127,Group 1,0
40128,Group 1,0
40129,Group 1,0
40130,Group 1,0
40131,Group 1,1
40132,Group 2,0
40133,Group 4,0
40134,Group 2,0
40135,Group 1,1
40136,Group 1,2
40137,Group 2,2
40138,Group 1,2
40139,Group 4,0
40140,Group 4,0
40141,Group 1,0
40142,Group 1,1
40143,Group 1,0
40144,Group 2,0
40145,Group 1,2
40146,Group 1,0
40147,Group 1,1
40148,Group 4,3
40149,Group 1,0
40150,Group 1,0
40151,Group 1,2
40152,Group 2,3
40153,Group 1,0
40154,Group 1,0
40155,Group 2,0
40156,Group 4,0
40157,Group 3,0
40158,Group 1,0
40159,Group 1,0
40160,Group 4,0
40161,Group 2,0
40162,Group 3,0
40163,Group 2,0
40164,Group 1,0
40165,Group 1,0
40166,Group 1,1
40167,Group 2,0
40168,Group 1,0
40169,Group 1,0
40170,Group 4,0
40171,Group 3,0
40172,Group 1,0
40173,Group 1,1
40174,Group 1,1
40175,Group 1,0
40176,Group 1,0
40177,Group 4,0
40178,Group 2,0
40179,Group 4,0
40180,Group 1,0
40181,Group 1,0
40182,Group 1,0
40183,Group 4,0
40184,Group 1,2
40185,Group 1,0
40186,Group 4,0
40187,Group 1,2
40188,Group 1,1
40189,Group 3,1
40190,Group 1,2
40191,Group 2,0
40192,Group 2,0
40193,Group 1,0
40194,Group 2,1
40195,Group 2,0
40196,Group 1,0
40197,Group 1,0
40198,Group 1,0
40199,Group 1,0
40200,Group 4,0
40201,Group 1,0
40202,Group 2,0
40203,Group 1,0
40204,Group 1,0
40205,Group 1,2
40206,Group 1,2
40207,Group 1,0
40208,Group 3,0
40209,Group 1,0
40210,Group 1,0
40211,Group 2,0
40212,Group 1,2
40213,Group 1,1
40214,Group 4,0
40215,Group 1,1
40216,Group 2,0
40217,Group 2,0
40218,Group 1,1
40219,Group 1,0
40220,Group 2,3
40221,Group 4,0
40222,Group 1,0
40223,Group 1,0
40224,Group 2,3
40225,Group 3,0
40226,Group 2,2
40227,Group 1,0
40228,Group 1,0
40229,Group 1,0
40230,Group 1,0
40231,Group 1,0
40232,Group 1,0
40233,Group 1,0
40234,Group 3,0
40235,Group 4,0
40236,Group 2,3
40237,Group 1,2
40238,Group 1,1
40239,Group 1,0
40240,Group 2,3
40241,Group 4,0
40242,Group 1,0
40243,Group 1,0
40244,Group 1,0
40245,Group 1,0
40246,Group 2,0
40247,Group 1,0
40248,Group 1,3
40249,Group 2,1
40250,Group 2,0
40251,Group 2,1
40252,Group 1,0
40253,Group 1,0
40254,Group 1,0
40255,Group 1,3
40256,Group 1,0
40257,Group 2,3
40258,Group 1,0
40259,Group 4,0
40260,Group 3,0
40261,Group 2,1
40262,Group 1,0
40263,Group 1,0
40264,Group 2,0
40265,Group 3,0
40266,Group 1,2
40267,Group 1,0
40268,Group 2,0
40269,Group 2,0
40270,Group 1,1
40271,Group 1,0
40272,Group 1,2
40273,Group 1,0
40274,Group 3,0
40275,Group 2,1
40276,Group 3,0
40277,Group 1,1
40278,Group 4,0
40279,Group 3,0
40280,Group 1,0
40281,Group 1,0
40282,Group 1,0
40283,Group 2,0
40284,Group 1,0
40285,Group 1,2
40286,Group 1,0
40287,Group 1,0
40288,Group 2,2
40289,Group 3,1
40290,Group 1,0
40291,Group 2,0
40292,Group 1,0
40293,Group 2,0
40294,Group 1,1
40295,Group 1,0
40296,Group 1,0
40297,Group 4,0
40298,Group 4,0
40299,Group 2,0
40300,Group 3,0
40301,Group 1,0
40302,Group 1,0
40303,Group 1,0
40304,Group 1,0
40305,Group 1,0
40306,Group 2,0
40307,Group 3,0
40308,Group 1,0
40309,Group 4,0
40310,Group 1,0
40311,Group 2,0
40312,Group 2,1
40313,Group 3,0
40314,Group 1,0
40315,Group 3,0
40316,Group 4,0
40317,Group 1,0
40318,Group 2,0
40319,Group 4,0
40320,Group 1,0
40321,Group 1,2
40322,Group 3,0
40323,Group 1,2
40324,Group 1,0
40325,Group 1,1
40326,Group 1,1
40327,Group 3,0
40328,Group 2,0
40329,Group 1,0
40330,Group 1,0
40331,Group 2,1
40332,Group 2,0
40333,Group 2,0
40334,Group 1,0
40335,Group 1,2
40336,Group 1,3
40337,Group 1,3
40338,Group 1,0
40339,Group 2,2
40340,Group 4,0
40341,Group 2,0
40342,Group 3,0
40343,Group 4,0
40344,Group 4,0
40345,Group 4,0
40346,Group 3,0
40347,Group 1,0
40348,Group 1,0
40349,Group 1,1
40350,Group 4,0
40351,Group 2,0
40352,Group 2,0
40353,Group 1,3
40354,Group 2,0
40355,Group 2,0
40356,Group 1,0
40357,Group 2,0
40358,Group 1,1
40359,Group 2,0
40360,Group 1,0
40361,Group 2,0
40362,Group 2,3
40363,Group 2,0
40364,Group 1,0
40365,Group 2,0
40366,Group 1,0
40367,Group 2,1
40368,Group 2,0
40369,Group 1,0
40370,Group 3,2
40371,Group 1,2
40372,Group 1,2
40373,Group 1,0
40374,Group 1,0
40375,Group 3,0
40376,Group 1,0
40377,Group 1,0
40378,Group 2,3
40379,Group 1,0
40380,Group 1,1
40381,Group 2,1
40382,Group 2,0
40383,Group 1,0
40384,Group 3,0
40385,Group 1,0
40386,Group 2,0
40387,Group 1,0
40388,Group 1,1
40389,Group 2,3
40390,Group 4,0
40391,Group 2,0
40392,Group 4,0
40393,Group 1,1
40394,Group 1,0
40395,Group 4,0
40396,Group 4,0
40397,Group 1,0
40398,Group 1,0
40399,Group 1,1
40400,Group 2,0
40401,Group 4,0
40402,Group 1,0
40403,Group 3,0
40404,Group 1,0
40405,Group 1,0
40406,Group 1,0
40407,Group 2,0
40408,Group 2,0
40409,Group 1,0
40410,Group 4,0
40411,Group 1,0
40412,Group 3,0
40413,Group 2,0
40414,Group 1,2
40415,Group 2,0
40416,Group 2,0
40417,Group 2,2
40418,Group 1,0
40419,Group 1,0
40420,Group 1,0
40421,Group 1,1
40422,Group 4,2
40423,Group 2,1
40424,Group 3,0
40425,Group 1,2
40426,Group 1,2
40427,Group 2,0
40428,Group 4,3
40429,Group 1,0
40430,Group 2,0
40431,Group 1,0
40432,Group 1,0
40433,Group 2,0
40434,Group 1,1
40435,Group 1,0
40436,Group 1,0
40437,Group 3,0
40438,Group 4,0
40439,Group 2,0
40440,Group 3,0
40441,Group 2,0
40442,Group 1,0
40443,Group 2,0
40444,Group 4,0
40445,Group 1,0
40446,Group 1,0
40447,Group 1,0
40448,Group 4,3
40449,Group 1,0
40450,Group 4,0
40451,Group 2,0
40452,Group 2,0
40453,Group 1,0
40454,Group 1,0
40455,Group 3,0
40456,Group 1,0
40457,Group 1,0
40458,Group 2,2
40459,Group 4,0
40460,Group 3,0
40461,Group 1,1
40462,Group 2,2
40463,Group 1,0
40464,Group 2,0
40465,Group 3,0
40466,Group 1,0
40467,Group 1,0
40468,Group 2,0
40469,Group 1,0
40470,Group 1,2
40471,Group 2,0
40472,Group 1,0
40473,Group 3,0
40474,Group 3,0
40475,Group 1,0
40476,Group 2,0
40477,Group 2,0
40478,Group 2,3
40479,Group 1,0
40480,Group 2,3
40481,Group 1,1
40482,Group 3,0
40483,Group 2,0
40484,Group 1,0
40485,Group 2,0
40486,Group 1,0
40487,Group 1,0
40488,Group 1,0
40489,Group 1,0
40490,Group 1,0
40491,Group 4,0
40492,Group 1,1
40493,Group 1,0
40494,Group 1,0
40495,Group 1,0
40496,Group 4,0
40497,Group 1,0
40498,Group 1,2
40499,Group 2,0
40500,Group 1,2
40501,Group 1,0
40502,Group 3,0
40503,Group 1,0
40504,Group 4,0
40505,Group 2,3
40506,Group 3,0
40507,Group 2,0
40508,Group 1,0
40509,Group 3,0
40510,Group 1,1
40511,Group 1,0
40512,Group 1,0
40513,Group 1,0
40514,Group 1,0
40515,Group 2,0
40516,Group 1,0
40517,Group 1,0
40518,Group 2,0
40519,Group 2,0
40520,Group 1,0
40521,Group 3,0
40522,Group 4,0
40523,Group 2,0
40524,Group 4,3
40525,Group 1,0
40526,Group 1,0
40527,Group 2,0
40528,Group 2,0
40529,Group 1,2
40530,Group 1,1
40531,Group 3,0
40532,Group 2,0
40533,Group 1,0
40534,Group 1,2
40535,Group 1,0
40536,Group 1,0
40537,Group 2,3
40538,Group 4,0
40539,Group 1,0
40540,Group 3,0
40541,Group 1,0
40542,Group 1,0
40543,Group 4,0
40544,Group 2,0
40545,Group 1,0
40546,Group 1,0
40547,Group 1,3
40548,Group 1,0
40549,Group 1,2
40550,Group 1,0
40551,Group 1,0
40552,Group 1,0
40553,Group 1,0
40554,Group 1,0
40555,Group 2,0
40556,Group 1,0
40557,Group 2,0
40558,Group 4,0
40559,Group 4,0
40560,Group 1,0
40561,Group 1,1
40562,Group 2,0
40563,Group 1,3
40564,Group 1,0
40565,Group 4,0
40566,Group 2,0
40567,Group 4,0
40568,Group 4,0
40569,Group 1,0
40570,Group 1,0
40571,Group 1,0
40572,Group 2,0
40573,Group 2,0
40574,Group 2,0
40575,Group 4,0
40576,Group 2,0
40577,Group 1,0
40578,Group 1,1
40579,Group 1,1
40580,Group 2,0
40581,Group 1,2
40582,Group 1,2
40583,Group 1,0
40584,Group 1,0
40585,Group 3,0
40586,Group 1,0
40587,Group 2,0
40588,Group 1,3
40589,Group 1,0
40590,Group 1,0
40591,Group 1,0
40592,Group 1,0
40593,Group 2,2
40594,Group 2,0
40595,Group 1,0
40596,Group 1,1
40597,Group 1,0
40598,Group 2,0
40599,Group 4,0
40600,Group 1,0
40601,Group 4,0
40602,Group 1,0
40603,Group 1,0
40604,Group 2,1
40605,Group 4,0
40606,Group 1,0
40607,Group 1,1
40608,Group 1,0
40609,Group 2,0
40610,Group 4,0
40611,Group 2,0
40612,Group 1,3
40613,Group 3,3
40614,Group 2,0
40615,Group 2,0
40616,Group 3,0
40617,Group 1,2
40618,Group 4,0
40619,Group 1,1
40620,Group 1,0
40621,Group 4,0
40622,Group 1,2
40623,Group 1,0
40624,Group 1,2
40625,Group 1,0
40626,Group 1,0
40627,Group 3,1
40628,Group 3,0
40629,Group 1,0
40630,Group 1,0
40631,Group 1,1
40632,Group 1,0
40633,Group 2,0
40634,Group 1,0
40635,Group 1,0
40636,Group 2,0
40637,Group 1,0
40638,Group 4,0
40639,Group 1,0
40640,Group 1,0
40641,Group 1,1
40642,Group 4,0
40643,Group 1,0
40644,Group 1,0
40645,Group 1,0
40646,Group 1,0
40647,Group 1,0
40648,Group 2,3
40649,Group 1,0
40650,Group 2,0
40651,Group 2,1
40652,Group 1,0
40653,Group 3,3
40654,Group 2,0
40655,Group 3,0
40656,Group 1,0
40657,Group 2,0
40658,Group 1,0
40659,Group 1,0
40660,Group 1,0
40661,Group 2,0
40662,Group 1,0
40663,Group 1,0
40664,Group 1,0
40665,Group 1,0
40666,Group 1,0
40667,Group 3,0
40668,Group 3,0
40669,Group 1,0
40670,Group 1,0
40671,Group 1,1
40672,Group 3,3
40673,Group 3,0
40674,Group 1,1
40675,Group 1,0
40676,Group 1,0
40677,Group 1,0
40678,Group 4,0
40679,Group 1,0
40680,Group 2,0
40681,Group 2,1
40682,Group 1,0
40683,Group 1,0
40684,Group 4,0
40685,Group 3,0
40686,Group 1,2
40687,Group 4,0
40688,Group 1,2
40689,Group 1,0
40690,Group 2,0
40691,Group 2,0
40692,Group 1,1
40693,Group 3,0
40694,Group 1,0
40695,Group 1,1
40696,Group 1,0
40697,Group 1,0
40698,Group 1,0
40699,Group 2,0
40700,Group 3,0
40701,Group 1,1
40702,Group 2,0
40703,Group 1,0
40704,Group 4,3
40705,Group 1,0
40706,Group 2,0
40707,Group 1,0
40708,Group 3,0
40709,Group 2,0
40710,Group 1,0
40711,Group 3,0
40712,Group 3,0
40713,Group 1,0
40714,Group 4,0
40715,Group 4,0
40716,Group 2,0
40717,Group 1,0
40718,Group 1,0
40719,Group 1,2
40720,Group 1,0
40721,Group 1,0
40722,Group 1,0
40723,Group 2,0
40724,Group 1,0
40725,Group 1,0
40726,Group 2,0
40727,Group 1,0
40728,Group 3,0
40729,Group 1,0
40730,Group 2,0
40731,Group 1,0
40732,Group 2,0
40733,Group 1,0
40734,Group 2,0
40735,Group 2,0
40736,Group 1,0
40737,Group 1,0
40738,Group 1,0
40739,Group 1,0
40740,Group 2,0
40741,Group 3,0
40742,Group 1,0
40743,Group 4,0
40744,Group 1,0
40745,Group 2,0
40746,Group 2,0
40747,Group 1,0
40748,Group 1,0
40749,Group 2,0
40750,Group 1,0
40751,Group 1,0
40752,Group 1,0
40753,Group 2,0
40754,Group 1,0
40755,Group 1,1
40756,Group 1,0
40757,Group 1,1
40758,Group 1,0
40759,Group 1,0
40760,Group 1,2
40761,Group 1,0
40762,Group 1,0
40763,Group 2,0
40764,Group 1,0
40765,Group 3,0
40766,Group 1,0
40767,Group 1,0
40768,Group 1,0
40769,Group 2,1
40770,Group 1,2
40771,Group 1,1
40772,Group 1,1
40773,Group 1,0
40774,Group 2,0
40775,Group 4,3
40776,Group 1,0
40777,Group 1,0
40778,Group 3,0
40779,Group 1,0
40780,Group 1,0
40781,Group 1,0
40782,Group 1,0
40783,Group 3,0
40784,Group 2,0
40785,Group 1,0
40786,Group 3,0
40787,Group 2,3
40788,Group 1,0
40789,Group 4,0
40790,Group 2,0
40791,Group 3,1
40792,Group 3,0
40793,Group 1,0
40794,Group 1,0
40795,Group 1,0
40796,Group 4,1
40797,Group 2,2
40798,Group 1,1
40799,Group 1,0
40800,Group 4,0
40801,Group 1,0
40802,Group 2,1
40803,Group 1,0
40804,Group 4,0
40805,Group 2,1
40806,Group 1,0
40807,Group 4,0
40808,Group 2,0
40809,Group 1,0
40810,Group 1,1
40811,Group 4,0
40812,Group 2,0
40813,Group 1,2
40814,Group 2,0
40815,Group 1,0
40816,Group 2,1
40817,Group 1,0
40818,Group 2,0
40819,Group 4,0
40820,Group 1,3
40821,Group 1,0
40822,Group 1,0
40823,Group 1,0
40824,Group 1,1
40825,Group 1,2
40826,Group 2,0
40827,Group 2,1
40828,Group 1,0
40829,Group 2,1
40830,Group 2,0
40831,Group 1,1
40832,Group 1,2
40833,Group 2,0
40834,Group 1,0
40835,Group 1,1
40836,Group 1,0
40837,Group 4,0
40838,Group 1,0
40839,Group 2,0
40840,Group 1,1
40841,Group 2,0
40842,Group 1,0
40843,Group 4,0
40844,Group 2,1
40845,Group 2,0
40846,Group 1,0
40847,Group 3,0
40848,Group 1,1
40849,Group 2,0
40850,Group 1,0
40851,Group 1,0
40852,Group 1,2
40853,Group 2,0
40854,Group 1,0
40855,Group 1,0
40856,Group 1,0
40857,Group 2,0
40858,Group 1,0
40859,Group 1,3
40860,Group 3,0
40861,Group 1,2
40862,Group 1,0
40863,Group 2,0
40864,Group 1,0
40865,Group 2,0
40866,Group 4,0
40867,Group 1,0
40868,Group 2,1
40869,Group 1,0
40870,Group 1,0
40871,Group 1,0
40872,Group 3,0
40873,Group 1,0
40874,Group 3,0
40875,Group 1,0
40876,Group 4,0
40877,Group 1,2
40878,Group 1,0
40879,Group 1,0
40880,Group 2,0
40881,Group 1,1
40882,Group 1,1
40883,Group 3,0
40884,Group 1,0
40885,Group 3,0
40886,Group 4,0
40887,Group 1,0
40888,Group 1,0
40889,Group 1,0
40890,Group 1,0
40891,Group 3,0
40892,Group 4,0
40893,Group 1,0
40894,Group 1,1
40895,Group 4,0
40896,Group 2,0
40897,Group 1,0
40898,Group 1,1
40899,Group 1,2
40900,Group 1,0
40901,Group 1,0
40902,Group 1,1
40903,Group 1,0
40904,Group 1,0
40905,Group 1,0
40906,Group 1,2
40907,Group 2,3
40908,Group 1,2
40909,Group 1,0
40910,Group 1,2
40911,Group 1,0
40912,Group 2,0
40913,Group 1,0
40914,Group 1,0
40915,Group 2,0
40916,Group 1,0
40917,Group 1,1
40918,Group 1,0
40919,Group 1,0
40920,Group 4,3
40921,Group 3,0
40922,Group 4,0
40923,Group 4,0
40924,Group 1,0
40925,Group 2,0
40926,Group 2,0
40927,Group 1,0
40928,Group 1,1
40929,Group 1,0
40930,Group 1,0
40931,Group 1,0
40932,Group 1,1
40933,Group 4,0
40934,Group 4,0
40935,Group 1,1
40936,Group 1,1
40937,Group 4,0
40938,Group 2,0
40939,Group 2,0
40940,Group 1,0
40941,Group 1,0
40942,Group 2,1
40943,Group 1,0
40944,Group 1,0
40945,Group 1,0
40946,Group 3,0
40947,Group 1,3
40948,Group 2,0
40949,Group 1,3
40950,Group 2,0
40951,Group 4,0
40952,Group 4,0
40953,Group 3,0
40954,Group 1,2
40955,Group 1,1
40956,Group 2,0
40957,Group 3,0
40958,Group 1,0
40959,Group 2,0
40960,Group 1,0
40961,Group 3,0
40962,Group 1,0
40963,Group 1,1
40964,Group 4,0
40965,Group 1,0
40966,Group 1,0
40967,Group 4,0
40968,Group 3,0
40969,Group 1,0
40970,Group 1,3
40971,Group 1,0
40972,Group 4,0
40973,Group 1,2
40974,Group 3,0
40975,Group 2,0
40976,Group 2,0
40977,Group 2,0
40978,Group 4,0
40979,Group 2,0
40980,Group 2,0
40981,Group 2,1
40982,Group 3,1
40983,Group 3,0
40984,Group 1,0
40985,Group 2,0
40986,Group 1,0
40987,Group 1,0
40988,Group 1,0
40989,Group 4,0
40990,Group 1,0
40991,Group 2,0
40992,Group 2,0
40993,Group 1,0
40994,Group 2,0
40995,Group 1,0
40996,Group 1,0
40997,Group 1,0
40998,Group 1,1
40999,Group 1,0
41000,Group 1,0
41001,Group 1,1
41002,Group 1,0
41003,Group 1,0
41004,Group 1,0
41005,Group 2,0
41006,Group 1,1
41007,Group 1,0
41008,Group 1,0
41009,Group 1,0
41010,Group 1,2
41011,Group 4,0
41012,Group 1,0
41013,Group 2,0
41014,Group 1,0
41015,Group 2,0
41016,Group 4,0
41017,Group 2,3
41018,Group 2,0
41019,Group 1,0
41020,Group 1,0
41021,Group 1,2
41022,Group 1,0
41023,Group 1,0
41024,Group 2,0
41025,Group 2,0
41026,Group 4,0
41027,Group 1,2
41028,Group 1,0
41029,Group 3,0
41030,Group 2,0
41031,Group 1,0
41032,Group 1,0
41033,Group 1,0
41034,Group 3,0
41035,Group 1,0
41036,Group 2,0
41037,Group 1,1
41038,Group 2,2
41039,Group 1,0
41040,Group 1,0
41041,Group 1,0
41042,Group 2,1
41043,Group 1,0
41044,Group 1,0
41045,Group 1,0
41046,Group 1,0
41047,Group 1,0
41048,Group 1,0
41049,Group 1,0
41050,Group 1,0
41051,Group 2,0
41052,Group 2,0
41053,Group 2,0
41054,Group 4,0
41055,Group 1,0
41056,Group 1,0
41057,Group 1,0
41058,Group 3,0
41059,Group 1,0
41060,Group 1,0
41061,Group 1,0
41062,Group 1,0
41063,Group 1,0
41064,Group 1,1
41065,Group 2,0
41066,Group 1,0
41067,Group 1,0
41068,Group 3,0
41069,Group 2,2
41070,Group 1,0
41071,Group 1,2
41072,Group 1,1
41073,Group 2,0
41074,Group 1,0
41075,Group 1,1
41076,Group 2,0
41077,Group 1,0
41078,Group 4,0
41079,Group 1,2
41080,Group 1,0
41081,Group 1,0
41082,Group 2,2
41083,Group 1,0
41084,Group 2,0
41085,Group 1,0
41086,Group 3,0
41087,Group 1,1
41088,Group 3,3
41089,Group 1,0
41090,Group 4,0
41091,Group 1,0
41092,Group 2,0
41093,Group 3,0
41094,Group 1,0
41095,Group 1,0
41096,Group 1,1
41097,Group 1,0
41098,Group 2,2
41099,Group 1,0
41100,Group 1,0
41101,Group 1,0
41102,Group 4,0
41103,Group 1,0
41104,Group 2,0
41105,Group 2,2
41106,Group 1,0
41107,Group 1,0
41108,Group 1,2
41109,Group 1,0
41110,Group 1,2
41111,Group 1,0
41112,Group 1,0
41113,Group 1,0
41114,Group 1,0
41115,Group 1,0
41116,Group 3,0
41117,Group 1,0
41118,Group 1,1
41119,Group 1,2
41120,Group 4,0
41121,Group 1,0
41122,Group 1,0
41123,Group 1,0
41124,Group 4,0
41125,Group 1,0
41126,Group 1,2
41127,Group 3,0
41128,Group 2,0
41129,Group 1,1
41130,Group 3,0
41131,Group 1,0
41132,Group 2,0
41133,Group 2,0
41134,Group 2,0
41135,Group 1,2
41136,Group 1,0
41137,Group 4,0
41138,Group 1,0
41139,Group 2,0
41140,Group 2,0
41141,Group 1,0
41142,Group 2,0
41143,Group 1,1
41144,Group 2,0
41145,Group 1,0
41146,Group 1,0
41147,Group 1,0
41148,Group 2,0
41149,Group 1,0
41150,Group 1,0
41151,Group 1,0
41152,Group 1,0
41153,Group 3,0
41154,Group 4,0
41155,Group 1,0
41156,Group 1,0
41157,Group 4,0
41158,Group 1,0
41159,Group 1,0
41160,Group 3,0
41161,Group 1,0
41162,Group 1,0
41163,Group 2,1
41164,Group 4,0
41165,Group 2,0
41166,Group 2,0
41167,Group 4,0
41168,Group 2,0
41169,Group 1,2
41170,Group 2,0
41171,Group 1,0
41172,Group 2,0
41173,Group 1,0
41174,Group 2,0
41175,Group 1,0
41176,Group 2,0
41177,Group 1,0
41178,Group 1,0
41179,Group 2,0
41180,Group 1,0
41181,Group 2,0
41182,Group 4,0
41183,Group 2,0
41184,Group 1,0
41185,Group 2,3
41186,Group 1,0
41187,Group 4,0
41188,Group 3,0
41189,Group 4,0
41190,Group 1,1
41191,Group 1,0
41192,Group 2,0
41193,Group 1,0
41194,Group 4,0
41195,Group 3,0
41196,Group 1,0
41197,Group 1,1
41198,Group 2,0
41199,Group 1,0
41200,Group 4,0
41201,Group 2,0
41202,Group 1,3
41203,Group 4,0
41204,Group 2,0
41205,Group 4,0
41206,Group 4,0
41207,Group 4,0
41208,Group 3,0
41209,Group 1,1
41210,Group 1,0
41211,Group 2,1
41212,Group 4,0
41213,Group 1,1
41214,Group 3,2
41215,Group 1,0
41216,Group 1,0
41217,Group 1,0
41218,Group 1,1
41219,Group 4,0
41220,Group 1,3
41221,Group 1,0
41222,Group 1,0
41223,Group 1,1
41224,Group 1,0
41225,Group 2,1
41226,Group 1,0
41227,Group 1,0
41228,Group 4,0
41229,Group 1,0
41230,Group 1,0
41231,Group 2,0
41232,Group 3,0
41233,Group 3,1
41234,Group 4,0
41235,Group 3,0
41236,Group 1,1
41237,Group 1,1
41238,Group 1,0
41239,Group 1,2
41240,Group 2,0
41241,Group 2,0
41242,Group 1,0
41243,Group 1,0
41244,Group 1,0
41245,Group 1,0
41246,Group 4,0
41247,Group 1,0
41248,Group 1,0
41249,Group 4,0
41250,Group 1,1
41251,Group 1,2
41252,Group 4,0
41253,Group 1,0
41254,Group 3,0
41255,Group 1,2
41256,Group 2,1
41257,Group 1,0
41258,Group 4,0
41259,Group 1,1
41260,Group 1,0
41261,Group 1,0
41262,Group 2,0
41263,Group 1,0
41264,Group 1,0
41265,Group 3,0
41266,Group 1,0
41267,Group 3,0
41268,Group 1,0
41269,Group 1,0
41270,Group 1,0
41271,Group 4,0
41272,Group 1,0
41273,Group 4,0
41274,Group 2,3
41275,Group 3,0
41276,Group 1,0
41277,Group 1,0
41278,Group 2,0
41279,Group 1,1
41280,Group 1,1
41281,Group 3,0
41282,Group 1,0
41283,Group 3,0
41284,Group 2,1
41285,Group 2,2
41286,Group 2,3
41287,Group 4,0
41288,Group 2,0
41289,Group 1,0
41290,Group 1,0
41291,Group 1,1
41292,Group 1,0
